# seed	om	si8	S8	As*1e9
9.253000000000000000e+03 3.486948673976845714e-01 3.462737111113027288e-01 7.825388538562317864e-01 3.645061459697369610e+00
9.254000000000000000e+03 2.291342842762576493e-01 2.806995922346854910e-01 7.140399734702367329e-01 4.366794108764871396e+00
9.255000000000000000e+03 3.949465501965342962e-01 3.685241102708556316e-01 9.338499357939931134e-01 4.341981562262102301e+00
9.256000000000000000e+03 3.162480439544806954e-01 3.297696383808884635e-01 8.205149187289140222e-01 4.225343345915888449e+00
9.257000000000000000e+03 1.294892540312943541e-01 2.110151361811515025e-01 7.933159128446874986e-01 7.457423880799501248e+00
9.258000000000000000e+03 3.417838859369753957e-01 3.428250402068426239e-01 7.968606657306185337e-01 3.809056531491755049e+00
9.259000000000000000e+03 2.092249640884306372e-01 2.682276193247589702e-01 9.313733624883460127e-01 6.727314672344283153e+00
9.260000000000000000e+03 2.520022448630398482e-01 2.943736608313771153e-01 7.077803739666368443e-01 4.012344978921346339e+00
9.261000000000000000e+03 2.261191803952227741e-01 2.788466589731711798e-01 9.143144861729546324e-01 6.235630324430008642e+00
9.262000000000000000e+03 2.271363565964867326e-01 2.794731381652403313e-01 9.290093405592119158e-01 6.350614675359667061e+00
9.263000000000000000e+03 4.328130828673822927e-01 3.857864181587133956e-01 7.139509291756755971e-01 2.604675997655252484e+00
9.264000000000000000e+03 3.885789274982177632e-01 3.655412281398597307e-01 7.597239872336052358e-01 3.183573615651815292e+00
9.265000000000000000e+03 2.948226757803948384e-01 3.184030254659671044e-01 5.782134523157396178e-01 2.516568630937662032e+00
9.266000000000000000e+03 1.042258388135393898e-01 1.893147461818953659e-01 8.259517772666645774e-01 8.991200060388607085e+00
9.267000000000000000e+03 7.355221781479567844e-02 1.590357020093426665e-01 8.827967621268990595e-01 1.201153937551962336e+01
9.268000000000000000e+03 1.846337609481270015e-01 2.519720110126943413e-01 8.057072716569400050e-01 6.028927902008710760e+00
9.269000000000000000e+03 2.763599456774409324e-01 3.082721514008259778e-01 6.214197018481454338e-01 3.024588710469372277e+00
9.270000000000000000e+03 3.529250860666278133e-01 3.483678022132277174e-01 9.660675843679147334e-01 4.949816158950108402e+00
9.271000000000000000e+03 3.799374487539773915e-01 3.614538001630657194e-01 5.868841805829588809e-01 2.027697846376488311e+00
9.272000000000000000e+03 3.554411941169700606e-01 3.496074056695759880e-01 7.561676648722237548e-01 3.398519494129990104e+00
9.273000000000000000e+03 3.587986368170242857e-01 3.512546936225958150e-01 6.300694463329774564e-01 2.460102182950804295e+00
9.274000000000000000e+03 2.291666808768920427e-01 2.807194351650199038e-01 9.668109549927347279e-01 6.655427818747259749e+00
9.275000000000000000e+03 3.203152047535381408e-01 3.318833927811015161e-01 7.283277997243069457e-01 3.478913867018615047e+00
9.276000000000000000e+03 4.543241705092691540e-01 3.952570865991297810e-01 8.347127038724816428e-01 3.268656883896456922e+00
9.277000000000000000e+03 1.202575231679530177e-01 2.033540711613308072e-01 5.949061900750869381e-01 5.337104895577082786e+00
9.278000000000000000e+03 2.141336551980518865e-01 2.713558627870348294e-01 8.079790137647600012e-01 5.469534314102977746e+00
9.279000000000000000e+03 2.916934478342216308e-01 3.167087636864137079e-01 9.641387661571070300e-01 5.639051825372224158e+00
9.280000000000000000e+03 4.011477884879218747e-01 3.714060254370550873e-01 7.360490886690770340e-01 2.938092358407447424e+00
9.281000000000000000e+03 1.364924814952815646e-01 2.166462164130623924e-01 6.035915399696611949e-01 4.982724119012553743e+00
9.282000000000000000e+03 1.839201169639267386e-01 2.514845801026335814e-01 7.162744297592330556e-01 5.140630359161791674e+00
9.283000000000000000e+03 1.609659166980909051e-01 2.352684588615765737e-01 8.842375722889179723e-01 7.454622823136661580e+00
9.284000000000000000e+03 2.573574154899199162e-01 2.974850102442348487e-01 7.115331700483997768e-01 3.980486855946578029e+00
9.285000000000000000e+03 8.444440123711025037e-02 1.704049374937117167e-01 8.571556717679824633e-01 1.068750508560488832e+01
9.286000000000000000e+03 4.687481409853829772e-01 4.014824106866219378e-01 8.384026897358052288e-01 3.208776358449927368e+00
9.287000000000000000e+03 4.500636201191873242e-01 3.933994048611148542e-01 9.290299581792822448e-01 3.903497177444232857e+00
9.288000000000000000e+03 4.425551151861221166e-01 3.901040206324144499e-01 8.488390271378892793e-01 3.431631016391322841e+00
9.289000000000000000e+03 2.224002249333285608e-01 2.765440730938016900e-01 6.755263992261314465e-01 4.109923657849842371e+00
9.290000000000000000e+03 1.289061668136801952e-01 2.105395019132323964e-01 6.389721500703412493e-01 5.615367708399247704e+00
9.291000000000000000e+03 1.464869849922216805e-01 2.244379350018015640e-01 8.300026138673624043e-01 7.301377388838268701e+00
9.292000000000000000e+03 1.770563382645590211e-01 2.467473420308173016e-01 5.708548412911038650e-01 3.781410546529053729e+00
9.293000000000000000e+03 4.254972582883790322e-01 3.825120553334380169e-01 7.085326566183050012e-01 2.608938683842896733e+00
9.294000000000000000e+03 2.058455248441239394e-01 2.660525702527498648e-01 8.495609255659447578e-01 6.017744182152648946e+00
9.295000000000000000e+03 4.353285125183617987e-01 3.869058537102182393e-01 6.693906056198254406e-01 2.298277261142750216e+00
9.296000000000000000e+03 4.589417050688172628e-01 3.972606111720896616e-01 8.398504568932539938e-01 3.274458911216586277e+00
9.297000000000000000e+03 3.721516792792284312e-01 3.577311309328887190e-01 6.045154160298406021e-01 2.195947205643611344e+00
9.298000000000000000e+03 2.904433363270336188e-01 3.160293751288601460e-01 6.396252887978302049e-01 3.045249797010585180e+00
9.299000000000000000e+03 2.993203327452450546e-01 3.208225258227230259e-01 6.724977080361685955e-01 3.228859200454272216e+00
9.300000000000000000e+03 3.707252389986223085e-01 3.570448892278004216e-01 9.529218849644607303e-01 4.684889370855341184e+00
9.301000000000000000e+03 2.334868044148632471e-01 2.833530649591748385e-01 9.061592048569627744e-01 6.029893984189232725e+00
9.302000000000000000e+03 8.520731300713130230e-02 1.711729672260169643e-01 8.450961902204510157e-01 1.045102675468321607e+01
9.303000000000000000e+03 3.579912517784905046e-01 3.508592663880514828e-01 6.068376556822701051e-01 2.296912888958110077e+00
9.304000000000000000e+03 2.031476957892563440e-01 2.643033661744869645e-01 8.806606294751496700e-01 6.370600071415880805e+00
9.305000000000000000e+03 1.888674092075101618e-01 2.548444943041631716e-01 9.556065819724107735e-01 7.432617507916029709e+00
9.306000000000000000e+03 4.498526965526228882e-01 3.933072101959840250e-01 7.197497017779628248e-01 2.552194634830683651e+00
9.307000000000000000e+03 4.650213929290488712e-01 3.998832474600463316e-01 7.681947177151311479e-01 2.783670974636665907e+00
9.308000000000000000e+03 1.515188810914947781e-01 2.282601620730308201e-01 9.340708203098286866e-01 8.302985053625253187e+00
9.309000000000000000e+03 4.326088273066543977e-01 3.856953761789145285e-01 7.769497836767333965e-01 3.021023964952378460e+00
9.310000000000000000e+03 1.332255357924089501e-01 2.140378016570756436e-01 8.868930582878291613e-01 8.433896926239340175e+00
9.311000000000000000e+03 3.398496447847116908e-01 3.418535971933646112e-01 9.289496912087197300e-01 4.808127286237303011e+00
9.312000000000000000e+03 1.885271645557582421e-01 2.546148396389139035e-01 6.081838407043568262e-01 3.972387191296849362e+00
9.313000000000000000e+03 1.946805075424827558e-01 2.587366667409281562e-01 7.464316928355190228e-01 5.233991166766569947e+00
9.314000000000000000e+03 4.275479293450383800e-01 3.834327000032941024e-01 6.364614930518126545e-01 2.119794250830375315e+00
9.315000000000000000e+03 3.646542064571930419e-01 3.541093204252549476e-01 6.574035634959292107e-01 2.619576028070745632e+00
9.316000000000000000e+03 1.637272491348491510e-01 2.372778653177393116e-01 9.451413336303671198e-01 8.026230771115928420e+00
9.317000000000000000e+03 1.384124229053131372e-01 2.181645986902069068e-01 7.493359141438737936e-01 6.631735245032663428e+00
9.318000000000000000e+03 8.244133771963699231e-02 1.683717628946705402e-01 6.449005183419732612e-01 7.637147694042122126e+00
9.319000000000000000e+03 3.945888588126714724e-01 3.683571917873439960e-01 7.175488723016233417e-01 2.852113881395620165e+00
9.320000000000000000e+03 2.133130868084979481e-01 2.708354406956428595e-01 8.515336208063415402e-01 5.892903986836669716e+00
9.321000000000000000e+03 2.122353191900917257e-01 2.701503741793117586e-01 9.453977108656634876e-01 6.796460678448379866e+00
9.322000000000000000e+03 1.131425483570948076e-01 1.972466891483055651e-01 6.941118553217044962e-01 6.845982217237686740e+00
9.323000000000000000e+03 1.834958114142552499e-01 2.511943238787371357e-01 9.576557913510979070e-01 7.591877322728336708e+00
9.324000000000000000e+03 2.426193115439510550e-01 2.888413904877729088e-01 8.474868122870251597e-01 5.359020700556751393e+00
9.325000000000000000e+03 2.566126083254041124e-01 2.970542289756763488e-01 7.001467359668744894e-01 3.891859476113807670e+00
9.326000000000000000e+03 9.829886957962616356e-02 1.838531206385103367e-01 9.330447138522643957e-01 1.080148618019265072e+01
9.327000000000000000e+03 2.996473681673851308e-01 3.209977422638983224e-01 7.300006973038457581e-01 3.681354334185354293e+00
9.328000000000000000e+03 8.878665779220787369e-02 1.747312557363048524e-01 6.617514645035899035e-01 7.527922895711325779e+00
9.329000000000000000e+03 1.890947023100256474e-01 2.549977949160409096e-01 7.568676678389487655e-01 5.445565943844821177e+00
9.330000000000000000e+03 4.262385691485686134e-01 3.828451208664545580e-01 9.185392689970015567e-01 3.999340821698779802e+00
9.331000000000000000e+03 2.365155179459793866e-01 2.851849246080428446e-01 5.841953954188093823e-01 3.107626831271752099e+00
9.332000000000000000e+03 8.177863637322135837e-02 1.676936726545564249e-01 7.115021464519323269e-01 8.686184106232371249e+00
9.333000000000000000e+03 2.721707523507830295e-01 3.059267626016136665e-01 7.375172612453868570e-01 4.028624441889904872e+00
9.334000000000000000e+03 3.964421575422045763e-01 3.692212255552931310e-01 8.236733654248370451e-01 3.571222074342634389e+00
9.335000000000000000e+03 1.812928631661353263e-01 2.496819215148617099e-01 6.815431604203886495e-01 4.839282314047119726e+00
9.336000000000000000e+03 3.978503639288460403e-01 3.698764015697094121e-01 8.069389199182099848e-01 3.446159171242656694e+00
9.337000000000000000e+03 4.528457157249048959e-01 3.946134427480680884e-01 8.278488790883179460e-01 3.233195205070356959e+00
9.338000000000000000e+03 7.396744474433680772e-02 1.594839751656265125e-01 7.639685976191216144e-01 1.007774136593487313e+01
9.339000000000000000e+03 2.971965017421319133e-01 3.196822995641351306e-01 6.163984582721946381e-01 2.801750973979207249e+00
9.340000000000000000e+03 1.324060320030667481e-01 2.133784860049668108e-01 6.245838850363070183e-01 5.341293528129028800e+00
9.341000000000000000e+03 4.546540078116777517e-01 3.954005380005485293e-01 6.930351580427307479e-01 2.355806285928183197e+00
9.342000000000000000e+03 2.792339295449852710e-01 3.098709317443333888e-01 6.338592634834052664e-01 3.100202960835817922e+00
9.343000000000000000e+03 2.103068651880037332e-01 2.689202268592749134e-01 8.366857158748596257e-01 5.809466232383265094e+00
9.344000000000000000e+03 8.074767885261269207e-02 1.666332894091438199e-01 9.439996170845721402e-01 1.230185191870258166e+01
9.345000000000000000e+03 2.243283138098594587e-01 2.777402294648470549e-01 9.494092546148571454e-01 6.590063729302668705e+00
9.346000000000000000e+03 7.160782705346074861e-02 1.569195274499268766e-01 8.553493794518859383e-01 1.175717952940029498e+01
9.347000000000000000e+03 1.156355932672311349e-01 1.994079691305589430e-01 8.475700706212504487e-01 8.705413539195784978e+00
9.348000000000000000e+03 3.699138188629539914e-01 3.566539364648916299e-01 9.097385688396412151e-01 4.384520626410912669e+00
9.349000000000000000e+03 9.821284511650629767e-02 1.837726551773283257e-01 5.867835846826734425e-01 6.017183358965423778e+00
9.350000000000000000e+03 2.472369384907891487e-01 2.915771069716543429e-01 8.416256730863275193e-01 5.237934702151290978e+00
9.351000000000000000e+03 3.356206757681056696e-01 3.397199861930467746e-01 7.842484448468166613e-01 3.768685803623804009e+00
9.352000000000000000e+03 4.525649547582356602e-01 3.944910950854799148e-01 6.521515169536414858e-01 2.102614892205747044e+00
9.353000000000000000e+03 1.385886188439290623e-01 2.183034138704854632e-01 7.925972084242101090e-01 7.129970258543078643e+00
9.354000000000000000e+03 2.142298284594028601e-01 2.714167926035339629e-01 8.276148357583574811e-01 5.651751531411751017e+00
9.355000000000000000e+03 1.397492851975501715e-01 2.192156429429397702e-01 9.308449738586201949e-01 8.694787738049239323e+00
9.356000000000000000e+03 3.473848813360198573e-01 3.456226539596081171e-01 6.341495509284147403e-01 2.564421398851524092e+00
9.357000000000000000e+03 2.002470312415438602e-01 2.624096410046384276e-01 9.693997578229958112e-01 7.291423178861931476e+00
9.358000000000000000e+03 2.158773271024904405e-01 2.724584365021066046e-01 8.824330121723859000e-01 6.133600242712955009e+00
9.359000000000000000e+03 2.048145139426192918e-01 2.653854500027236218e-01 8.009560825489114855e-01 5.572552799998431894e+00
9.360000000000000000e+03 2.781987025089317500e-01 3.092959933065494993e-01 9.200258491715767040e-01 5.461953909632049076e+00
9.361000000000000000e+03 3.825584371809679918e-01 3.626983971307448096e-01 6.167551039346507169e-01 2.222902161374219698e+00
9.362000000000000000e+03 4.679439308462466363e-01 4.011378601678601830e-01 7.932931813917287744e-01 2.927456927639511708e+00
9.363000000000000000e+03 4.403914233036206882e-01 3.891492253078808194e-01 9.066609932270387473e-01 3.822936165688602284e+00
9.364000000000000000e+03 4.648388006202545109e-01 3.998047319600482874e-01 6.204795800479743217e-01 1.845371054723464965e+00
9.365000000000000000e+03 1.657985069673310607e-01 2.387740092376412215e-01 9.271996278640169953e-01 7.771757708233435480e+00
9.366000000000000000e+03 8.464021958403966650e-02 1.706023993179777709e-01 8.686447858334088723e-01 1.084390667225014937e+01
9.367000000000000000e+03 3.127116021001300483e-01 3.279206312194388184e-01 9.691191587173775268e-01 5.413057775642576175e+00
9.368000000000000000e+03 1.965268608503519532e-01 2.599607029106206224e-01 7.754907479626522715e-01 5.483631272249603228e+00
9.369000000000000000e+03 8.351182914345625652e-02 1.694613812866741509e-01 8.369706168005505154e-01 1.045589745670840642e+01
9.370000000000000000e+03 2.298531111514685032e-01 2.811395447505470324e-01 8.680738971359993617e-01 5.749519100209552036e+00
9.371000000000000000e+03 9.159010362159783480e-02 1.774683940068644272e-01 8.375731559785491998e-01 9.898032147071800679e+00
9.372000000000000000e+03 2.396703675699643488e-01 2.870806460978713726e-01 5.722581596912574842e-01 2.967530479192675319e+00
9.373000000000000000e+03 4.558998545257403334e-01 3.959419073183549354e-01 9.099187422637482481e-01 3.742240490635803329e+00
9.374000000000000000e+03 1.530404287433607680e-01 2.294033897224645457e-01 6.606782730216980148e-01 5.221473328224403687e+00
9.375000000000000000e+03 1.886773654810480205e-01 2.547162461666196420e-01 7.033499645388101573e-01 4.919773747048028056e+00
9.376000000000000000e+03 4.474979799311858963e-01 3.922764926426864918e-01 9.352687547039856275e-01 3.961113724154695870e+00
9.377000000000000000e+03 3.263574717402394354e-01 3.349990103299481659e-01 8.621635179803380788e-01 4.442660850122564398e+00
9.378000000000000000e+03 4.099804961485347676e-01 3.754726798517976638e-01 6.641796318198172067e-01 2.396923518060552372e+00
9.379000000000000000e+03 3.399408426141220518e-01 3.418994619090368059e-01 7.352245161830379683e-01 3.366758054787600596e+00
9.380000000000000000e+03 3.637955821691650216e-01 3.536921772140600440e-01 5.933670629325975554e-01 2.164874654160332756e+00
9.381000000000000000e+03 2.776413204484499131e-01 3.089859946008974290e-01 6.524102360125763056e-01 3.267725053769782395e+00
9.382000000000000000e+03 3.173547216601372289e-01 3.303461320480028940e-01 8.506647304441896651e-01 4.446323925366206353e+00
9.383000000000000000e+03 3.716065142837650104e-01 3.574690147373409399e-01 5.798372808663976308e-01 2.023595170490729789e+00
9.384000000000000000e+03 1.340497025710948031e-01 2.146988268389721233e-01 8.807774567026590562e-01 8.329051441800068289e+00
9.385000000000000000e+03 1.536871983530274655e-01 2.298876235727928263e-01 5.854737256384729971e-01 4.374408680908235425e+00
9.386000000000000000e+03 4.519583182085132878e-01 3.942266104364300916e-01 8.494750127128209982e-01 3.377885663243146208e+00
9.387000000000000000e+03 3.339118851529087606e-01 3.388540515818921350e-01 7.343169961552493685e-01 3.409081384016695804e+00
9.388000000000000000e+03 2.451558271026293701e-01 2.903473417412847368e-01 6.696951261563556246e-01 3.763643723887190706e+00
9.389000000000000000e+03 4.031961442340324941e-01 3.723530616536266380e-01 7.058376249220864596e-01 2.719013758907605105e+00
9.390000000000000000e+03 4.591406473992700743e-01 3.973467042290968476e-01 9.565100543821238865e-01 4.019672976635531469e+00
9.391000000000000000e+03 3.035121983528079603e-01 3.230612128445301545e-01 6.538457332240549258e-01 3.045158587428078878e+00
9.392000000000000000e+03 1.392031852204230480e-01 2.187869078753033047e-01 9.569933498786402648e-01 9.019771935315420208e+00
9.393000000000000000e+03 3.364546228351313339e-01 3.401417908288775771e-01 6.062268305782165800e-01 2.430889286931213089e+00
9.394000000000000000e+03 1.901776561869266136e-01 2.557269443668750419e-01 7.444445732000855021e-01 5.300552937858048708e+00
9.395000000000000000e+03 4.432924237642134058e-01 3.904288472268618304e-01 6.890121199903007643e-01 2.386351050429650567e+00
9.396000000000000000e+03 4.007611198913197947e-01 3.712269821088138300e-01 8.915886134352355441e-01 4.005669176475292304e+00
9.397000000000000000e+03 2.115714498399188792e-01 2.697275298086554418e-01 6.046397942422837568e-01 3.598751798339272501e+00
9.398000000000000000e+03 3.208670516223980917e-01 3.321691581657850167e-01 7.555918803020723606e-01 3.682774629759688612e+00
9.399000000000000000e+03 2.333356534901128154e-01 2.832613338403185965e-01 8.919705317862801630e-01 5.905187369008494613e+00
9.400000000000000000e+03 3.377286580442164787e-01 3.407851809394818465e-01 5.911823617813801723e-01 2.310106298558578519e+00
9.401000000000000000e+03 7.038777594766412737e-02 1.555769902484752665e-01 6.706064347786757640e-01 8.857983482064685887e+00
9.402000000000000000e+03 2.530431646530274525e-01 2.949810038283684488e-01 9.390426772054299986e-01 5.992814237416638434e+00
9.403000000000000000e+03 2.441623466877878845e-01 2.897584362459761365e-01 7.871133295556146381e-01 4.805727999271434570e+00
9.404000000000000000e+03 2.729239204547334596e-01 3.063497601017123873e-01 6.411929738875273843e-01 3.220831436786558921e+00
9.405000000000000000e+03 2.916665383121671562e-01 3.166941547226679310e-01 9.589350681578444613e-01 5.597637299842807224e+00
9.406000000000000000e+03 2.095557131470686674e-01 2.684395467100125776e-01 8.270304121375050554e-01 5.732191071050062092e+00
9.407000000000000000e+03 3.827443630394385954e-01 3.627865233000525103e-01 9.503298222160746489e-01 4.559344816741518258e+00
9.408000000000000000e+03 1.141971615728882838e-01 1.981638351415606347e-01 8.277442753288660748e-01 8.518913367378214474e+00
9.409000000000000000e+03 4.417508403299622022e-01 3.897493828458102327e-01 6.023284558818694512e-01 1.828766658363667030e+00
9.410000000000000000e+03 2.721955578564762557e-01 3.059407032893525225e-01 8.552687229596713792e-01 5.006792250592267735e+00
9.411000000000000000e+03 1.744883421101178500e-01 2.449514147527273589e-01 6.187643221341078137e-01 4.321753082061764673e+00
9.412000000000000000e+03 1.260067811404239901e-01 2.081582858118743995e-01 7.359693108631597536e-01 6.888232396548461978e+00
9.413000000000000000e+03 2.848170203915230125e-01 3.129534282451861271e-01 5.717805220925855636e-01 2.544702842581111124e+00
9.414000000000000000e+03 3.984095798342756067e-01 3.701362582305471327e-01 6.900662034930298283e-01 2.639553373008871606e+00
9.415000000000000000e+03 2.726911485161152560e-01 3.062190921142441402e-01 6.243487823956936911e-01 3.083263590844718127e+00
9.416000000000000000e+03 1.877258344848733440e-01 2.540731463591063832e-01 7.867811109886451160e-01 5.772332875783998674e+00
9.417000000000000000e+03 1.011454840502071517e-01 1.864962023257403789e-01 7.175318812372273314e-01 7.680915350925230811e+00
9.418000000000000000e+03 4.466099468642286130e-01 3.918870746940273930e-01 8.389172483446927231e-01 3.342099458010992397e+00
9.419000000000000000e+03 1.463449889029174444e-01 2.243291299915439185e-01 6.985592757554441867e-01 5.816366317462225766e+00
9.420000000000000000e+03 2.637606352187852332e-01 3.011630827792173282e-01 7.390157075641244910e-01 4.138213379654224866e+00
9.421000000000000000e+03 4.392678997483799308e-01 3.886525108946914941e-01 7.804181020243676770e-01 3.004746113723580248e+00
9.422000000000000000e+03 1.162637787651110699e-01 1.999488732195073004e-01 6.126503727633724194e-01 5.689364583215473559e+00
9.423000000000000000e+03 3.907104864701580471e-01 3.665424495231847102e-01 7.876911123944541071e-01 3.363110162356196309e+00
9.424000000000000000e+03 4.165454838061029563e-01 3.784669489651811269e-01 8.333274904333829447e-01 3.497524979690402436e+00
9.425000000000000000e+03 1.229607210731517297e-01 2.056269077914251731e-01 8.454380397934051494e-01 8.352258226081103132e+00
9.426000000000000000e+03 3.393360479369829652e-01 3.415951868681723069e-01 5.775382101145578595e-01 2.198107469627237354e+00
9.427000000000000000e+03 1.219544425829550138e-01 2.047837807576786684e-01 7.000210464376755981e-01 6.590081135095051224e+00
9.428000000000000000e+03 4.400049383899553579e-01 3.889784302957530193e-01 6.323018980518060328e-01 2.032446660580448761e+00
9.429000000000000000e+03 1.070305459058214781e-01 1.918450571989694375e-01 5.777926958295376281e-01 5.556490071611266401e+00
9.430000000000000000e+03 4.263855211856693028e-01 3.829111109318417139e-01 5.932667390289567688e-01 1.838767291745498689e+00
9.431000000000000000e+03 2.000341468249303423e-01 2.622701188901652714e-01 9.625245859643636326e-01 7.229777980968496109e+00
9.432000000000000000e+03 2.569074605191048466e-01 2.972248401284304786e-01 8.837615892007348872e-01 5.458894961109884036e+00
9.433000000000000000e+03 3.682291320827723036e-01 3.558408608083455382e-01 7.414208945020404062e-01 3.196845377332232285e+00
9.434000000000000000e+03 2.722827524838324909e-01 3.059897016087947952e-01 8.880089013846035328e-01 5.277662764890909131e+00
9.435000000000000000e+03 3.373664784619930801e-01 3.406024032279971192e-01 9.435511017410537216e-01 4.942486265791860234e+00
9.436000000000000000e+03 7.066688282415689581e-02 1.558851378402194843e-01 9.373893236510157934e-01 1.318704634027989897e+01
9.437000000000000000e+03 2.447123381950873644e-01 2.900846024982606242e-01 8.948959684070474374e-01 5.742529568235507753e+00
9.438000000000000000e+03 2.822013198969237080e-01 3.115130638983690248e-01 8.360387983578203563e-01 4.722734297659819447e+00
9.439000000000000000e+03 3.842472010944742999e-01 3.634980625222508088e-01 9.250060705620429813e-01 4.369202908016998066e+00
9.440000000000000000e+03 1.847798654328131063e-01 2.520716866100183862e-01 8.775752279435973247e-01 6.750515741535384251e+00
9.441000000000000000e+03 2.116379562951711257e-01 2.697699202453822664e-01 6.431158000070036351e-01 3.960437076334484718e+00
9.442000000000000000e+03 3.250725779502691704e-01 3.343389018780192901e-01 5.800433520698276002e-01 2.310439129227479516e+00
9.443000000000000000e+03 4.670934319111972322e-01 4.007731557008546996e-01 7.865481296717632409e-01 2.889246588327110121e+00
9.444000000000000000e+03 9.563055324948929736e-02 1.813406124495877680e-01 5.754212100750540904e-01 5.966758927580000815e+00
9.445000000000000000e+03 4.522441031991078497e-01 3.943512306048285732e-01 5.876070279617799930e-01 1.688018327692888843e+00
9.446000000000000000e+03 1.648662171920838304e-01 2.381017463049923677e-01 8.767466110916474209e-01 7.260947418779966966e+00
9.447000000000000000e+03 9.607143683481730867e-02 1.817581472247748464e-01 7.165312706130648746e-01 7.921888163158708807e+00
9.448000000000000000e+03 7.065927362195278949e-02 1.558767449875938238e-01 8.285137445420116542e-01 1.141221913380014819e+01
9.449000000000000000e+03 7.811521971147694643e-02 1.638945730743861240e-01 9.065103344534288787e-01 1.196100869429366398e+01
9.450000000000000000e+03 2.320901589727887848e-01 2.825043288853857359e-01 6.057509882847331717e-01 3.351014219386825754e+00
9.451000000000000000e+03 4.693749456833962164e-01 4.017507498747172612e-01 9.033593408224153132e-01 3.616262105085041423e+00
9.452000000000000000e+03 4.366407626510101503e-01 3.874885575815150140e-01 9.481079386413701071e-01 4.120240707651982248e+00
9.453000000000000000e+03 3.830927525895411190e-01 3.629515972994058481e-01 5.843668836382891474e-01 1.993032327835984052e+00
9.454000000000000000e+03 4.381355021730218846e-01 3.881512300489141087e-01 6.128183346302504830e-01 1.913646079576644343e+00
9.455000000000000000e+03 7.007199712026945804e-02 1.552276174834082145e-01 8.387750045916277930e-01 1.163677481160396709e+01
9.456000000000000000e+03 3.186010142261236355e-01 3.309941522046800366e-01 8.729155995992585737e-01 4.604404737102955281e+00
9.457000000000000000e+03 1.934814298706055702e-01 2.579386295954932407e-01 6.597891010182279636e-01 4.402749728627163961e+00
9.458000000000000000e+03 3.940010658208964456e-01 3.680827308335908876e-01 7.444519410576764251e-01 3.041614537698573262e+00
9.459000000000000000e+03 3.523001229464647333e-01 3.480592190226168281e-01 7.800425243137996123e-01 3.597356931447134532e+00
9.460000000000000000e+03 3.360040109033652911e-01 3.399139394447833751e-01 8.263577183261854309e-01 4.080269357852461809e+00
9.461000000000000000e+03 1.282627440806830832e-01 2.100134007594636754e-01 8.108566001104575705e-01 7.715339798663791271e+00
9.462000000000000000e+03 2.242470725124772191e-01 2.776899326038725913e-01 9.690746038365594117e-01 6.771669772207248528e+00
9.463000000000000000e+03 2.550368796238672298e-01 2.961407944252359425e-01 9.461386781503695609e-01 6.022034881007723328e+00
9.464000000000000000e+03 3.820942224370047491e-01 3.624782725232895131e-01 8.911468113134944913e-01 4.149935977393976572e+00
9.465000000000000000e+03 2.606716331200638614e-01 2.993943707478232130e-01 6.334248506295425685e-01 3.278482474386413603e+00
9.466000000000000000e+03 3.052970261186028766e-01 3.240097141090551025e-01 9.403882671592492803e-01 5.278319571963528745e+00
9.467000000000000000e+03 2.700521124705302922e-01 3.047337341408413725e-01 6.204631458811957767e-01 3.076112984877565015e+00
9.468000000000000000e+03 3.282085788936349169e-01 3.359477280257051612e-01 8.153276418807491321e-01 4.069766790896967024e+00
9.469000000000000000e+03 2.526218519844119492e-01 2.947353322884488369e-01 7.966652691675845110e-01 4.771506689586004768e+00
9.470000000000000000e+03 4.431224868383181192e-01 3.903540042626426065e-01 6.995956246109013010e-01 2.456136600857801167e+00
9.471000000000000000e+03 7.174417392259763160e-02 1.570688498924993348e-01 7.671598835550903495e-01 1.031664062239056001e+01
9.472000000000000000e+03 1.624010015083108827e-01 2.363148946617292800e-01 8.770306736090696109e-01 7.334784345840475339e+00
9.473000000000000000e+03 2.208471557062940127e-01 2.755767977039180749e-01 9.483676587576719275e-01 6.648676877077528857e+00
9.474000000000000000e+03 4.595178269820798800e-01 3.975098789537551136e-01 7.976515782702464641e-01 3.001214590179309472e+00
9.475000000000000000e+03 7.627600693376773711e-02 1.619536419821581696e-01 7.179484504993062233e-01 9.169660532404584785e+00
9.476000000000000000e+03 2.129906371481814775e-01 2.706306622994277267e-01 6.231741921328183276e-01 3.753838674227811811e+00
9.477000000000000000e+03 1.491087105131558843e-01 2.264374477881470893e-01 9.235540270525379736e-01 8.268653123208338229e+00
9.478000000000000000e+03 1.246178045391249378e-01 2.070078391000084173e-01 9.187330238898647750e-01 9.182642465689641043e+00
9.479000000000000000e+03 2.369073535796186736e-01 2.854210600056790725e-01 9.652777761604592888e-01 6.497547487947299416e+00
9.480000000000000000e+03 1.233715266928496757e-01 2.059701159780077673e-01 8.091427293049707758e-01 7.886865778470326660e+00
9.481000000000000000e+03 3.947656686836288897e-01 3.684397104543906121e-01 9.502313189463464926e-01 4.456486911668303463e+00
9.482000000000000000e+03 1.962370788738853067e-01 2.597689741162251265e-01 7.935312612953380196e-01 5.665779441715095288e+00
9.483000000000000000e+03 3.809280670916908584e-01 3.619247061920957131e-01 8.054235252585867366e-01 3.557367231603426827e+00
9.484000000000000000e+03 2.641359091929253999e-01 3.013772513854133805e-01 9.511817441127167205e-01 5.923453300317511605e+00
9.485000000000000000e+03 7.420380687696068178e-02 1.597385865449126030e-01 8.017429644380703602e-01 1.065949866692470671e+01
