# om	S8	As*1e9
4.134707598024186526e-01 9.156734439776558210e-01 4.073476006898188118e+00
2.814035508060565571e-01 9.649702597628259104e-01 5.786071106090957983e+00
3.717726469455767679e-01 5.846966650951224143e-01 2.057224198464078224e+00
3.883225636210811405e-01 7.282592088917918538e-01 2.966420339414544305e+00
1.046532024546563688e-01 9.081889331695264245e-01 1.007058603387104867e+01
9.808485728610227827e-02 8.963573952202699147e-01 1.030771388106948194e+01
2.594519931363819532e-01 9.281422269180662488e-01 5.799463063478521363e+00
1.643850055017955780e-01 8.678957048552132791e-01 7.180000195798097451e+00
4.016086157756473263e-01 8.663798785968570559e-01 3.826774358988437985e+00
4.228876704387245500e-01 8.891417620287481727e-01 3.827479272998292270e+00
3.088579171983469318e-01 8.639584934822199802e-01 4.639459314115320865e+00
9.141511947366443014e-02 6.040758031557432739e-01 6.561517176267511076e+00
3.960886830418500204e-01 5.823408593532447552e-01 1.911368802526927535e+00
3.326309392548801869e-01 7.943366983991417829e-01 3.870832016948946741e+00
2.472888961863051183e-01 6.547974325990972844e-01 3.608423777588028347e+00
9.109365563173049685e-02 8.722425832159242942e-01 1.042866411928869752e+01
2.226972863168105721e-01 6.246204612963096592e-01 3.638128779754463249e+00
3.022129114247021353e-01 6.139129301415624518e-01 2.741298042333886631e+00
1.824619356177035190e-01 6.910552035396079207e-01 4.913554065673359617e+00
1.108893009402708019e-01 7.868369208269530013e-01 8.143572697103641289e+00
1.039853185893503396e-01 7.119520753709298599e-01 7.471418231749604288e+00
1.907242490559485082e-01 9.696026194451512481e-01 7.525036161787447497e+00
4.666878106315008878e-01 8.182381017597302186e-01 3.092518069422637961e+00
3.019160555406367186e-01 8.839574333595342504e-01 4.874286666026954151e+00
3.658436275506909419e-01 7.143109821581310470e-01 3.019777960122920657e+00
1.759945659446933985e-01 9.127668231591195003e-01 7.332390308717851468e+00
7.329013530914102459e-02 7.353906232682492217e-01 9.676246096046000389e+00
3.524387747487619515e-01 7.301076168595053151e-01 3.231588032216069717e+00
2.027041392327472158e-01 6.232542297106488105e-01 3.901301868233351566e+00
4.180237109034470322e-01 9.194622320761705048e-01 4.065168960715700663e+00
4.530670029110123176e-01 7.979937649296163782e-01 3.039606005003927525e+00
1.156891248132234651e-01 7.891753968705272904e-01 7.958629603025549670e+00
2.506918287878064922e-01 8.810956797715131517e-01 5.528945793758300198e+00
8.892401979517433608e-02 6.151563761676817066e-01 6.843088594427765514e+00
1.150520305459706571e-01 9.646119814836067174e-01 1.022869346489221876e+01
3.757726685214085594e-01 9.112095052361695036e-01 4.344173038081594385e+00
1.407178208243763107e-01 8.265634635683161147e-01 7.452415407010008153e+00
4.098094337041843227e-01 6.722291593380835817e-01 2.452373826795002376e+00
3.451264039244423820e-01 8.406011888884800110e-01 4.103152431504106801e+00
1.250889239121554808e-01 8.544503170094500666e-01 8.373429979416284752e+00
3.723862220287491587e-01 5.999501341733246562e-01 2.162161475670400623e+00
3.447357453233272917e-01 9.381991721255419359e-01 4.827291024267575281e+00
4.367534381279363220e-01 7.587835180099326005e-01 2.877500004449757842e+00
3.315860001811649083e-01 8.254044031214959887e-01 4.114128574306574748e+00
3.403495548392222458e-01 7.122165965937964360e-01 3.192502146265525642e+00
4.540178446371293530e-01 7.984552692184372358e-01 3.037190567996260082e+00
1.185809435265651746e-01 6.359248310746614674e-01 5.905894799984421795e+00
1.902432660203228765e-01 8.057006568021188864e-01 5.908120836011898191e+00
8.638838349759109247e-02 9.553045182270358815e-01 1.199047729865428558e+01
3.623983203166595279e-01 6.268091045694180741e-01 2.413918927042437712e+00
4.395414475202445992e-01 9.076619418863607347e-01 3.835205430634571311e+00
3.636200179156516277e-01 6.300377072886885754e-01 2.429541020264923912e+00
1.346373832855013719e-01 6.832926531857206331e-01 5.973009555503155710e+00
3.755482913969047654e-01 6.576253005376450078e-01 2.552187013313331310e+00
2.699970386110616127e-01 7.201692224143062537e-01 3.908507441049924314e+00
2.184235978722627036e-01 9.105826907079382915e-01 6.346585038959327463e+00
2.551866647399337884e-01 9.058566275252609712e-01 5.673955043313736013e+00
4.235700076995022600e-01 9.669056129490912754e-01 4.340699358856287660e+00
3.626419211721366165e-01 8.076558698092969335e-01 3.714319554712120830e+00
3.988503920215283327e-01 5.850641882099689717e-01 1.916151162353557869e+00
4.687994850736333374e-01 8.669770528881695082e-01 3.389408953141335612e+00
2.985205757605739474e-01 6.901915629742079172e-01 3.376386073374392449e+00
1.624835938428013660e-01 8.095933950275372437e-01 6.607104259668730606e+00
3.588336255322953083e-01 8.234651081985783216e-01 3.859504911284290518e+00
4.013736711409394697e-01 8.122101703876311030e-01 3.457833466681692780e+00
2.263451150058546912e-01 7.282074164651762826e-01 4.535613488594817611e+00
3.205416404577962064e-01 6.144916279482122157e-01 2.605278015901568711e+00
3.124220420562823786e-01 9.514927949448399591e-01 5.279827613658625296e+00
2.464048281029206922e-01 7.454616115549997923e-01 4.410468227510154549e+00
3.917828995924415580e-01 8.096735327932670367e-01 3.507880511805066437e+00
1.767407228120491669e-01 8.594050799052438405e-01 6.762191893880517668e+00
4.644073412599450945e-01 9.639191688563064631e-01 4.032006764545116084e+00
9.592675509308112858e-02 8.605840380635927378e-01 9.945780808149281782e+00
2.865766219813249416e-01 5.976769931189823692e-01 2.740137568062043893e+00
3.472778064268479126e-01 9.441956329747519527e-01 4.846003841739831230e+00
2.441490630784333149e-01 9.050469132850902376e-01 5.840632685611973685e+00
2.434764915022359921e-01 8.012588733131755792e-01 4.939728030050876129e+00
2.158880913326100826e-01 6.007975563641806405e-01 3.505642030224254579e+00
3.334209249337529712e-01 7.640161602002313312e-01 3.636112565062341151e+00
1.470290550599701040e-01 6.569128259003289561e-01 5.327073210017012173e+00
8.656217430502297083e-02 9.111637352358830100e-01 1.132591503623949336e+01
4.647389040557641793e-01 9.432956797718600184e-01 3.898668703136727753e+00
1.454821948525060193e-01 9.135666505500469325e-01 8.283573985683901242e+00
2.233088387574501676e-01 9.455764316029001693e-01 6.574715270883558560e+00
4.189192169630292506e-01 8.540923046154298426e-01 3.620726877447568715e+00
2.263136893964786400e-01 6.812126710604642366e-01 4.107816227109459817e+00
1.326387786531378621e-01 7.411230403524313726e-01 6.721990879705163735e+00
2.583776073745954749e-01 6.244291292192475362e-01 3.225584314910598938e+00
9.788438128476517619e-02 6.283366028839886264e-01 6.606572208403923341e+00
1.569739662566285165e-01 8.661062792697643564e-01 7.376957171303807570e+00
3.685584576332693318e-01 5.724113669751471623e-01 1.987583195782940404e+00
2.335987224445551791e-01 7.022071529768316722e-01 4.198564251948679882e+00
3.149745600126130363e-01 7.218139290694184362e-01 3.475695731998321936e+00
2.797085490681710529e-01 9.070845704166150547e-01 5.335436276384784904e+00
2.554903160249190619e-01 6.934315019898882326e-01 3.847410184279153267e+00
3.952157590410312893e-01 9.318832767507676529e-01 4.326225156157157414e+00
2.015728914280531803e-01 8.456684552610116423e-01 6.065741261980695853e+00
3.708127149194877514e-01 7.592931935677350586e-01 3.305597992950200403e+00
1.262624955845882135e-01 6.270081028691197877e-01 5.549754810210975720e+00
2.279607076484047590e-01 6.548497645071800211e-01 3.845976986950403020e+00
1.328404086852138233e-01 7.104831665909119298e-01 6.350846975054391663e+00
1.530486899948463042e-01 8.953371745253048131e-01 7.821637490768166501e+00
2.675922353769765172e-01 5.855884890645030039e-01 2.807579277799956419e+00
2.110493599402532561e-01 8.793135998218997162e-01 6.197806766206698015e+00
1.980554519484395148e-01 8.643742013935138413e-01 6.320152201429761973e+00
1.188557755678549266e-01 6.153018537941246091e-01 5.637303363282288871e+00
3.088946479561546221e-01 8.072722767786117970e-01 4.196894151449217958e+00
1.701226404578371487e-01 8.988815786892485615e-01 7.347849563302069953e+00
1.153463098631115624e-01 8.224465335862136683e-01 8.398261067035910798e+00
1.986596115604153945e-01 6.363504361170065904e-01 4.089464860606165431e+00
3.031979898351157554e-01 8.446894077076104734e-01 4.550364296973729239e+00
2.238875535908153580e-01 7.187489017268637870e-01 4.485272717520393471e+00
2.136700307094550610e-01 9.193110695462979320e-01 6.521885079759769610e+00
2.460652077207507171e-01 9.572902101121374407e-01 6.266234983957607696e+00
2.683111155958212146e-01 9.373987909170966581e-01 5.745427313139582992e+00
4.589946927745007788e-01 7.636212453106677733e-01 2.786362892628257537e+00
2.762339512936557440e-01 9.513315973477692866e-01 5.747023266143083120e+00
4.311089053433109219e-01 6.754164154529247455e-01 2.359535866116484026e+00
1.421918761135793630e-01 6.383343154551068821e-01 5.238754270662058232e+00
2.079836618623924771e-01 7.846187196560551191e-01 5.358570546347495522e+00
4.597695769026657331e-01 6.776164298114403239e-01 2.232368194697313069e+00
1.135063805695838146e-01 5.839429058500440473e-01 5.414010464860586680e+00
9.084444620149734195e-02 6.288108569009687177e-01 6.944454685557959195e+00
3.935825253272419166e-01 6.215501505862681686e-01 2.195065770597792731e+00
3.624245508739819543e-01 6.170085292455229631e-01 2.343180019415778137e+00
8.301858193809430464e-02 7.233586728609597838e-01 8.783725605410099391e+00
3.999669851213922822e-01 9.491886716122733825e-01 4.406568715595279073e+00
3.397526974420809198e-01 9.055648573313412886e-01 4.635186874036154592e+00
4.093982397544809748e-01 9.606794892030700028e-01 4.409042084781980009e+00
4.134102109920962942e-01 8.145444523407877613e-01 3.392065866345983505e+00
1.290424793494003020e-01 5.720512553595552552e-01 4.803671852506903761e+00
4.559026336703700943e-01 5.805570133113301390e-01 1.627523343360932184e+00
4.557578024276861539e-01 8.410586162822122347e-01 3.300957436149895674e+00
4.117382352314875593e-01 9.576541688276382081e-01 4.370080002472528591e+00
2.928879170569276269e-01 9.143083007239629634e-01 5.224086780216719461e+00
4.294608431827686701e-01 6.127373992624332022e-01 1.953443736774725270e+00
3.518624840259594877e-01 6.430162765402521741e-01 2.599449971797747505e+00
1.059289079954741919e-01 9.428398343213914012e-01 1.045862873616228050e+01
3.511632229453908183e-01 9.210082423110005356e-01 4.637837772539485925e+00
8.299627603025880318e-02 9.085476446181770527e-01 1.157193390496036400e+01
2.749911446076629407e-01 9.112219702248631759e-01 5.433145826175262982e+00
3.150348595841728772e-01 8.472635739687277567e-01 4.444112786294837747e+00
2.189404414881867267e-01 7.471287605028072987e-01 4.822197825406888683e+00
3.556853852017575202e-01 6.213471466540957389e-01 2.416612628461053180e+00
3.591340375117063610e-01 6.255222567216315310e-01 2.425077581409298855e+00
1.665909503882228582e-01 7.336625747106046980e-01 5.692596861595164981e+00
3.575699616359355737e-01 8.565019738741063149e-01 4.109539596122180782e+00
3.244397798599706340e-01 7.224906243669749761e-01 3.398911285686967876e+00
1.586979268214732952e-01 7.144817925311858220e-01 5.675298766935766182e+00
2.883181111009812669e-01 5.967867713371151073e-01 2.718310379003087807e+00
1.171055884933677738e-01 8.325483990544866320e-01 8.447079659299886245e+00
3.807727316073691859e-01 7.123079707140631545e-01 2.904335649625186644e+00
2.466719326946328894e-01 5.791968969632467212e-01 2.955660528332008763e+00
3.862400501220170645e-01 6.538605463693940578e-01 2.461083544507373322e+00
3.022425716683233010e-01 6.392242069416234074e-01 2.940654626665761828e+00
2.602096833545299859e-01 9.202298887176216802e-01 5.720709499932471687e+00
1.502595497291667193e-01 5.896758367743979434e-01 4.494833524907999589e+00
1.554157499708032075e-01 7.127121541704499741e-01 5.737511613612060302e+00
3.536821451001537775e-01 6.518438222746639754e-01 2.651694737379755917e+00
1.110936107437614784e-01 7.181946000494635607e-01 7.241339167185090631e+00
3.093046926172267064e-01 6.283170327250542364e-01 2.797755771036763317e+00
8.572284582049286006e-02 7.333579803967668065e-01 8.758736103983437715e+00
2.299521683955060847e-01 6.736730591208186514e-01 3.990346078923780571e+00
1.482279510180489479e-01 8.810542222340808083e-01 7.820855651194772662e+00
1.490916701591183391e-01 8.159760454819636744e-01 7.061408871752353988e+00
2.887022804948925492e-01 8.441191474379720061e-01 4.710675539117410437e+00
8.052740889999360219e-02 7.547009957696678706e-01 9.429609730643566223e+00
3.717774486854823479e-01 6.889693169625291658e-01 2.798576631144745530e+00
1.394552278201466600e-01 7.944986305563335183e-01 7.123320492233316870e+00
1.478290144671576822e-01 6.372477781794928520e-01 5.085219431155939773e+00
3.012983567220693382e-01 6.325782687898405809e-01 2.896057561259544055e+00
3.960048513445136864e-01 7.503020077793549625e-01 3.068891333033922475e+00
2.252677581066030998e-01 6.872379082860124999e-01 4.177245809229582107e+00
2.563917385529660420e-01 7.715324012887954108e-01 4.505621761944588854e+00
2.590565567140651337e-01 9.602609606942478226e-01 6.079062469215982034e+00
1.400715349997601888e-01 6.112700783122204662e-01 4.980594773157649868e+00
2.622415632611704850e-01 6.084076786033787432e-01 3.050572094834409054e+00
3.880831739392342494e-01 6.445301231271927112e-01 2.385308914892420251e+00
4.511438643517188263e-01 6.698268803620519574e-01 2.223312124546241275e+00
4.545069611804307685e-01 6.511943605195796847e-01 2.087471919675588428e+00
1.572809224055708444e-01 7.946365128323251703e-01 6.586444304985489495e+00
1.479988643287064587e-01 8.709767663308120023e-01 7.714968843322740355e+00
1.270390525160596529e-01 6.670799643053497707e-01 6.013735021217428312e+00
2.129591778913189071e-01 6.256115910117489021e-01 3.777168635972238508e+00
4.036489905382581456e-01 8.560997266264125383e-01 3.741628972549643439e+00
8.237948205221806708e-02 6.303962571032355466e-01 7.421725210970221198e+00
1.588414974649140221e-01 7.086776006375857806e-01 5.608648912292121480e+00
4.428329317460905079e-01 9.179711926033872205e-01 3.880267960246341463e+00
3.391892217291310185e-01 8.411483342123518003e-01 4.161279834038536407e+00
4.535544848114566596e-01 6.191578989111892195e-01 1.885641493406098768e+00
4.636406156945643842e-01 6.780853407576986625e-01 2.217229791218688018e+00
1.725998296249207919e-01 8.101824091943514716e-01 6.354232256672457169e+00
1.507488034978193558e-01 6.849308426084087520e-01 5.547708617590226154e+00
3.501643597981478617e-01 7.370604251202961255e-01 3.299812369724705707e+00
3.852163426649768962e-01 8.097161047803127509e-01 3.555773021684101476e+00
7.040841411419562768e-02 8.908173782631296778e-01 1.245418684842931079e+01
2.956224468168876518e-01 8.613069631197025622e-01 4.767533730220566923e+00
4.368158137268444152e-01 7.279082338968916321e-01 2.674622083146072971e+00
2.950743060151237440e-01 5.843878004095794942e-01 2.563875949363166651e+00
2.200571971963478091e-01 6.166228564378427590e-01 3.598537055885741243e+00
3.536888024488507032e-01 7.053202080854394929e-01 3.041468960158222767e+00
1.624508638283920781e-01 7.205981568117606484e-01 5.650749143224214066e+00
9.420937636830942208e-02 8.938626622098404528e-01 1.052511313915506186e+01
3.755966334030982900e-01 8.981798295770191398e-01 4.253514113694524923e+00
4.246145529315544787e-01 5.994202312026245538e-01 1.887911446445281083e+00
7.770460571716983345e-02 8.888717076618949386e-01 1.172379386147395763e+01
3.432586172851045392e-01 9.582528774653400472e-01 4.990566822547895853e+00
1.865801159105340279e-01 6.143434914281327153e-01 4.065809873374318428e+00
1.132021725786092337e-01 9.061645508346789502e-01 9.575923320324113419e+00
1.337751067211781775e-01 9.185838495172913287e-01 8.787864286913661616e+00
9.846551377960194307e-02 8.860775343034694718e-01 1.014168489554169028e+01
1.669288560288048062e-01 9.150281061330779453e-01 7.609129016552493852e+00
1.821460968197608499e-01 8.147056085947128601e-01 6.175653871100012182e+00
2.077346215039571342e-01 6.426660561961063944e-01 4.012832101170308974e+00
3.396753487747586342e-01 7.285563006103266126e-01 3.319293220369242459e+00
9.773203851981582257e-02 6.359966291757901402e-01 6.719579547713198764e+00
7.898455901240308830e-02 8.048571258823370433e-01 1.031535783149600860e+01
3.498070103785373974e-01 8.423214757184853685e-01 4.074121415191529039e+00
1.678553661165270439e-01 6.358640625660603174e-01 4.628344382064637941e+00
3.397526847671302752e-01 8.543747471119882420e-01 4.254457820450310734e+00
3.550920831402452071e-01 5.867409222189894358e-01 2.168619370466970064e+00
1.741227972991656325e-01 8.978837381152738883e-01 7.228328570221201232e+00
2.007299355097750815e-01 9.081628321229130441e-01 6.687578099300152346e+00
1.280356999296994314e-01 6.825604400753677581e-01 6.169649833299400754e+00
2.696976605754737855e-01 7.494363549978699801e-01 4.156158077301624232e+00
3.556670553562207293e-01 7.738044063787582472e-01 3.524979258218917000e+00
1.197242160549356893e-01 9.206221941936382214e-01 9.434585328625518130e+00
2.302109701355236626e-01 9.593265439873104317e-01 6.567922115175495179e+00
9.047175986758024258e-02 8.857723360874766305e-01 1.066665551576492454e+01
2.609551349799082987e-01 9.074607255745021916e-01 5.601165579143877693e+00
3.714244903655077312e-01 6.457200219857628376e-01 2.493254734682269547e+00
1.371757510467670749e-01 8.224692257720682687e-01 7.527034544945893302e+00
3.149605723857545336e-01 6.057046886275945230e-01 2.578906713891559566e+00
4.354666493598070565e-01 9.255959892636879127e-01 3.980727769867533627e+00
3.442377437567844534e-01 6.944768868651867155e-01 3.031449977594979028e+00
3.236477069943075047e-01 7.217025475404325041e-01 3.399630573893439145e+00
2.040576964875469579e-01 7.306702926032899725e-01 4.912235723729654779e+00
2.993994615298525286e-01 6.504365291992906251e-01 3.053365703101483586e+00
3.516658948412755281e-01 8.689029181729218676e-01 4.252105118872558265e+00
9.468020345084190992e-02 7.018307920562776303e-01 7.788134697663661399e+00
3.914477369485311886e-01 6.294802647102522020e-01 2.261709849787816307e+00
3.909413526174798648e-01 9.253875452558411041e-01 4.316222132271020584e+00
9.654149621193405806e-02 6.564973477996878248e-01 7.059832030782390078e+00
3.508316528484510810e-01 6.559859073543992114e-01 2.701275991995803150e+00
4.100178955109022860e-01 6.989440004979251553e-01 2.632084834560004527e+00
4.110127453821192933e-01 8.857304174272543351e-01 3.889429553036934717e+00
4.559086869579421775e-01 8.997965875578644024e-01 3.677194041441639971e+00
1.895739077770767778e-01 6.504326635201871376e-01 4.376264951078363552e+00
1.957089782497970221e-01 5.836448669919329646e-01 3.619457564918960646e+00
7.857330202048390388e-02 7.929301710286051907e-01 1.016334615938291108e+01
3.244477576376167960e-01 6.472185849933367319e-01 2.825951569896341109e+00
1.523442276036387488e-01 5.722092571715077236e-01 4.255554166808458660e+00
1.477247859473438951e-01 9.381875941319249845e-01 8.482165459677423414e+00
1.352731912525514113e-01 9.672910697045551398e-01 9.301522719463122257e+00
4.262049024200582625e-01 8.002696143304334209e-01 3.214209280235344135e+00
1.672618450850431593e-01 8.768895554474959164e-01 7.195184236961836177e+00
1.747218180950123878e-01 7.448031168574577032e-01 5.624661579342058459e+00
3.547160610243261791e-01 6.162814857701386373e-01 2.385906743710628053e+00
3.477574086696816336e-01 7.515529209081096562e-01 3.425008087377510169e+00
1.085769915275555109e-01 9.558215304001286272e-01 1.047533182470021096e+01
2.743729896152087289e-01 7.627811273245748147e-01 4.213072953880521609e+00
3.694811887106221882e-01 6.837752860548816924e-01 2.776730772404639058e+00
9.092832214279175651e-02 6.878398486866377226e-01 7.788929713831379331e+00
2.537659696309636503e-01 7.310282566334107557e-01 4.191135216545980313e+00
3.298282102011142469e-01 7.629327936560423851e-01 3.659090860272008694e+00
3.613394610919294370e-01 8.710524483702255516e-01 4.182003240924732523e+00
1.533476866833979879e-01 6.336356581293789425e-01 4.914755552800032845e+00
1.293381645124968282e-01 7.358462724146188627e-01 6.770238436792094916e+00
1.080322912772089528e-01 7.349215688413813785e-01 7.593391341034116948e+00
4.505211234137372900e-01 7.454923408768462378e-01 2.715009554841954387e+00
3.599604398937669147e-01 8.240570366224708732e-01 3.854446969786808896e+00
3.353068102567143827e-01 8.096009077913344232e-01 3.961238119701485427e+00
1.445633191374421922e-01 8.374887159587356411e-01 7.449078318251533659e+00
4.215613216735959456e-01 7.123725324560169492e-01 2.656509116828269068e+00
1.626371777571254673e-01 9.371484872482045425e-01 7.974187748057460112e+00
4.021362271045557657e-01 8.841986173877477428e-01 3.944700374980092850e+00
1.279486050719165491e-01 6.500497194159344794e-01 5.778442033569909597e+00
3.913564531807056657e-01 6.062087820328466714e-01 2.100950076478814044e+00
4.664579690185062244e-01 8.637645167718552841e-01 3.382777822646124921e+00
2.775243262407127709e-01 6.843989535107009026e-01 3.532099969127132422e+00
3.344737590392203308e-01 8.958533569188452672e-01 4.615331346703467119e+00
8.915278111153618346e-02 6.418753030403299142e-01 7.219546182379842136e+00
3.566622803271941589e-01 9.400419282331076154e-01 4.723861132877061664e+00
7.131837091869444589e-02 8.590750590034534895e-01 1.184575239269754476e+01
2.954413682096863614e-01 6.459230017899127985e-01 3.051772113879581472e+00
1.680916242913294556e-01 9.504646290472400505e-01 7.950194556843538152e+00
1.830043697899964295e-01 6.723521657994608880e-01 4.713615540080978050e+00
2.443135050254200968e-01 7.856839291392094804e-01 4.791054414757477176e+00
9.872110189239527434e-02 8.294558005616228247e-01 9.344578386623354049e+00
2.688409255530765929e-01 9.540216188032490940e-01 5.876678200192868573e+00
4.619214250908737496e-01 6.224613890519687942e-01 1.870451641960946265e+00
1.580652928062878382e-01 6.885782401324305191e-01 5.408385820255110943e+00
1.564119211147920741e-01 8.651103391706618240e-01 7.383051822128967601e+00
1.436364300217952972e-01 6.194598587480995011e-01 4.985857504070301260e+00
2.730242898008182206e-01 8.879788178261013298e-01 5.267387444094023152e+00
2.173530751430781671e-01 6.369882400243571663e-01 3.823250047359246562e+00
1.889429704136352806e-01 7.754173976198648344e-01 5.633600221303876054e+00
3.544777724475086655e-01 7.768986077520200206e-01 3.556937568457053889e+00
2.641543624819936431e-01 5.901388982341995160e-01 2.877793707693352854e+00
4.563314816122492346e-01 6.807267974164443736e-01 2.268619081030084583e+00
1.963224507725160328e-01 7.194903200279653133e-01 4.939657313637026093e+00
1.524913929340659946e-01 9.358138829191126051e-01 8.289110476403783068e+00
2.864069432768955314e-01 6.966901408596856138e-01 3.543641783225186526e+00
7.795840681138388462e-02 5.760845514779030507e-01 6.844710689154700489e+00
8.187897964439219689e-02 7.406344258118953139e-01 9.120939749163877508e+00
1.694550974529392684e-01 7.403048344711617990e-01 5.696412574546410923e+00
2.087956018486792631e-01 6.460161901801265705e-01 4.029065684357517441e+00
4.484438783048739774e-01 7.911318841789430900e-01 3.021608580836435021e+00
2.064525005135076918e-01 9.109732529916148014e-01 6.591747448506380280e+00
3.975136894724707326e-01 8.722141918864124710e-01 3.897339727216976524e+00
2.133990812350876065e-01 7.331930042229051203e-01 4.780715264614373794e+00
3.377614652713348820e-01 5.955965766890737312e-01 2.342819705403512476e+00
2.091853625942375616e-01 7.680969252829991101e-01 5.180512084607432399e+00
1.222965369901790333e-01 5.741184225194706503e-01 5.017147224599044719e+00
1.736290107116312265e-01 8.620214185870542778e-01 6.868472029502250109e+00
3.979490302847575878e-01 8.229890333875439223e-01 3.555771684726225512e+00
3.520666991202549556e-01 8.578136051020854858e-01 4.167466225489727449e+00
2.142487997138429190e-01 9.261162992026329421e-01 6.573969194522781834e+00
3.546843737096095350e-01 7.903668827153449428e-01 3.653329581694778394e+00
1.913762948319941981e-01 7.992304262083750332e-01 5.820260836391451420e+00
3.921839647304296572e-01 8.385110687761618831e-01 3.704641869535919785e+00
1.375011830035373361e-01 6.331513608918476477e-01 5.302286223421512901e+00
7.598908417631189405e-02 6.308749265302433518e-01 7.821542761593143211e+00
1.288393175538891378e-01 7.196958698924010855e-01 6.592332869388398464e+00
4.586769726162532868e-01 9.334582134974130918e-01 3.875207055932437417e+00
2.685407469850584206e-01 9.540631412352988949e-01 5.881482543274238139e+00
2.568540719695426300e-01 6.112765432122385656e-01 3.128848390779767730e+00
1.888473552637920383e-01 6.361486669373224156e-01 4.246214024184602920e+00
3.743352200452577661e-01 8.057234200659404433e-01 3.609093936120635338e+00
3.572664926859648316e-01 6.180159644133924601e-01 2.382446317821979687e+00
3.707140798845093288e-01 8.023885398892002252e-01 3.613164425539010072e+00
3.700717551999654353e-01 6.928664403003164107e-01 2.837624995993101695e+00
2.694630033386519186e-01 6.577576178818247410e-01 3.393230973879119095e+00
2.951160652054872768e-01 6.595394789267291502e-01 3.163273248423509099e+00
1.951352353692958341e-01 7.137155057542748926e-01 4.904365985466654365e+00
8.046865177638709565e-02 8.547196383513777640e-01 1.096236655325161991e+01
3.641262522420732339e-01 8.288102673222921268e-01 3.854436572413532769e+00
3.518405170165516127e-01 9.436453110687638146e-01 4.796796436917688311e+00
1.219316252982885762e-01 9.103031910581440567e-01 9.201586940398712500e+00
2.859879954837484806e-01 9.266847626122699522e-01 5.412243674788577152e+00
2.701732817733942804e-01 7.953416984158740988e-01 4.533520870354646348e+00
4.654606750726152375e-01 9.065726574804048310e-01 3.660665597755226042e+00
2.568703170114928769e-01 6.786626914784196218e-01 3.705084700955557420e+00
3.762775402021656390e-01 7.050344772229453216e-01 2.882734577065277914e+00
3.892080629465152208e-01 6.745527799178915318e-01 2.587449140880222931e+00
3.701418819230445911e-01 5.869431367025949031e-01 2.082379727690845339e+00
3.782217906305530564e-01 9.311689840950663211e-01 4.463972836848039805e+00
3.127189497088712633e-01 7.641069642930851114e-01 3.823639291532946682e+00
3.160478211433236373e-01 8.802487046041439500e-01 4.687979794079923934e+00
1.027179351631815063e-01 6.903921110816673146e-01 7.238652741315728889e+00
2.877384935815193168e-01 6.895787232640080422e-01 3.473094622568928980e+00
1.504090407612905800e-01 6.641554356464357545e-01 5.324108447085576401e+00
2.556166556291792347e-01 7.858265785591166397e-01 4.638196720060021150e+00
3.275445845888824148e-01 8.662881660332081291e-01 4.462037630598574722e+00
2.442825235112181248e-01 8.825945696457795364e-01 5.641526392281257074e+00
2.715038069556715561e-01 8.428882397846013674e-01 4.912834329200121530e+00
3.017780402453583699e-01 9.075738071531064266e-01 5.062253414599105383e+00
1.660891362493406298e-01 7.039720504371691501e-01 5.388526140265945230e+00
2.289002393059444418e-01 8.148984268184360502e-01 5.284003648231363925e+00
1.072008833115216941e-01 6.023141302799626118e-01 5.875086761235010613e+00
4.213722920042486941e-01 7.222570191888686431e-01 2.723589382071165854e+00
1.449002577119430646e-01 6.575312735214640103e-01 5.388474947286924888e+00
2.529340924712656369e-01 8.581200983943231275e-01 5.297005386660236681e+00
3.376874575401914713e-01 7.066230175865685359e-01 3.171592864798146838e+00
2.585242938735773377e-01 9.582066144272278763e-01 6.069961889923357390e+00
4.340177418262046172e-01 8.862653644008658960e-01 3.732054614385655444e+00
4.130440271082758685e-01 8.380689302697759135e-01 3.553183903862593862e+00
3.043854307580894369e-01 9.373459817629924418e-01 5.265454277285940066e+00
4.127064701180288564e-01 8.649131443814130904e-01 3.736646692082920662e+00
4.673599790740471382e-01 8.079977163165594778e-01 3.023844247567119670e+00
3.453280718417887085e-01 8.650062153185450464e-01 4.281383318248037639e+00
2.732543046492285632e-01 9.288056335835855881e-01 5.602875550493500612e+00
1.959586140387600262e-01 8.045923762761577613e-01 5.779620114923108787e+00
4.445662066564182169e-01 8.053647733949974574e-01 3.136437841927890435e+00
2.544950861084988025e-01 8.515980223154085982e-01 5.218237340426551185e+00
1.070105645906270497e-01 5.742569159856129035e-01 5.510346892801882390e+00
7.239589150500647108e-02 6.094957800209912513e-01 7.720312076996075135e+00
3.221650385474507661e-01 7.054731871861646963e-01 3.288313483710253227e+00
3.284234902666808842e-01 7.780708792926400719e-01 3.785909792782969685e+00
3.282771533240564366e-01 9.367839732075950998e-01 4.988113599406966969e+00
1.557894809014193083e-01 8.144771755685675796e-01 6.845845633176470102e+00
4.639684611714526286e-01 6.255832598727439908e-01 1.881552397560884327e+00
2.496612743462104100e-01 8.026441033787263812e-01 4.864003401647607916e+00
3.248756345990494454e-01 7.312200409000942924e-01 3.461616795311103001e+00
4.362709708020117150e-01 6.170952958331905602e-01 1.950285378532632397e+00
1.252741114984157467e-01 6.540524181217983735e-01 5.911123678930533032e+00
1.874797695921500140e-01 9.617402985573613172e-01 7.529243190021189136e+00
8.784320173189685832e-02 9.581736857255729323e-01 1.191527771834357985e+01
